evaluation,label
海运过气之后，一地鸡毛。2块钱再回来吧。,2.0
大家都投反对票也没有用！投票结果告诉我们韭菜没有话,2.0
中运海控能这么高的分红已经很好,1.0
改变不了，离开就是了！还期盼什么？小散们，永远叫不,2.0
大涨,1.0
周一中远海控有5个点以上的跌幅！,2.0
这垃圾股，你们也买，还想分红，在想屁吃,2.0
增持是利好，但是增持过程中他会让他涨很高么？想多了,1.0
如果觉得分红太少，你们就买啊，还在这里做什么,2.0
股权登记日之前下跌8.7不就得了,2.0
周一卖了吧，让股价跌回十年前,2.0
反对无效但“虽败犹荣” 中远海控中小股东“以票传声,1.0
赚的钱不分，永远只是纸面财富，,2.0
新松恨不高千尺，恶竹应须斩万竿,2.0
买中远海发他不香吗？,1.0
股价拉到60，不用你分红了，谢谢合作,2.0
提议罢免董秘，开始募集投票,2.0
股民怒了！中远海控被怼 去年暴赚近900亿 却只分红139,2.0
中远海控：对后市运价保持乐观 需增厚权益资本抗风险,1.0
:铁公鸡10年首次分红，10派8.7元,1.0
万绿帽及高管没责任，没格局，没嵴梁，没诚信，敷衍股,2.0
发生了什么？10年来首度分红却被“嫌少” 中远海控小,2.0
有没有一种可能，你们越叫，负面,2.0
中远海控哪句话是实话呀？云里雾,2.0
这种票价值不大，主力长期出货中,2.0
这个垃圾董秘，你们还买？？,2.0
董秘是狗,2.0
这是啥感觉,2.0
海狗海狗，下雨不愁，人家有伞，董秘大头。,2.0
蚂蚁想扳倒大象就是痴人说梦还是,2.0
再见海狗，等董秘学会好好说话，,2.0
国资委：打造一批旗舰型龙头上市,1.0
中远海控增加概念题材，央企改革,1.0
我反对这门亲事[呲牙],2.0
小散真的要控制自己的交易欲望和,2.0
这个垃圾你看吧，下礼拜绝逼是小阴线补缺口,2.0
分红有什么好？除权后股价下跌，还要上税。只要股价不,2.0
这家公司吃相难看，直接拉黑，董,2.0
开始看戏咯，留了100股等明年继,2.0
下周跳空低开深埋一批韭菜,2.0
天天这样走势，不累吗？典型的熊市思维操盘,2.0
先卖为敬，再也不见,2.0
个个都减持，怎么涨啊,2.0
大家都不年轻了，带节奏这套应该,2.0
耐心等公告，其他不要在意啦，安心过周末！,1.0
见底，早嘞！,2.0
撤了吧这票完了。,2.0
我服输了,2.0
加快数字化转型升级 中远海控“轻装上阵”打造数字航,1.0
流氓不可怕，就怕流氓有文化,2.0
买了点试试水，下个礼拜不及预期,1.0
海茅亏损股中远海能，中远海控算什么？,2.0
砸中每次都大跳水,2.0
在股票市场里套股民的钱.比运输好。,2.0
中远海控：上海口岸的货量已较前几周有较明显的恢复,1.0
空头有病啊，干掉他！冲过15.5！,1.0
北上资金都在买怕什么,1.0
今天15.49买的，忙了一天倒亏了，这个垃圾永远不买了,2.0
只亏一万多了，下周开始盈利！[,1.0
还不跑，大单在上面，快跑快跑快跑,2.0
2022最大笑话，中远海控的董秘郭,2.0
会有肉吃的,1.0
坚决看好中远海控、坚决持有中远海控,1.0
安静的拿着，别说话,1.0
中远海控大涨开始啦,1.0
其它的股都涨了，你怎么就不涨呢？,2.0
老板我错了，不该投你反对票，你还是做个人吧，别再坑,2.0
吃韭菜拉,2.0
看到这大市，看到这股价，无语了，忧心忡忡,2.0
垃圾你都不配,2.0
瞎bb的开心了，股价下来了，都是,2.0
老老实实的是牛，想吃大快肉的是,1.0
真踏马没用,2.0
全仓进去了，完蛋了[滴汗],2.0
这下好了，给你几个跌停[微笑],2.0
大家都是多少钱本？我20还有希望不？[滴汗],2.0
买啥啥涨，卖啥啥跌[捂脸][捂脸][捂脸],2.0
赶紧把股价打到10块我来买两手[旺柴],2.0
今天买在高点。[滴汗][滴汗][滴,2.0
该涨了,1.0
给大家写一个剧本，尾盘突然拉升，下周跌停,2.0
分红太少回购太少投反对票,2.0
每次都进这么多资金，就是不涨，什么情况？,2.0
一天瞎闹，非得把股价打下来么，,2.0
垃圾,2.0
北向资金短线逃跑,2.0
跌你大爷,2.0
中远海能都比海控来的给力太多,1.0
嘛的，垃圾,2.0
都开心了，听着股吧里某些居心不,1.0
我投了反对票,2.0
哈哈，还好清了仓，这货只会洋委的,2.0
走了走了，拿不住了，烦了，,2.0
这叫人多力量大[大笑][大笑][大笑][加油][加油][加油],1.0
拿了三个月，终于回本了，跑了,1.0
鱼死网破，我全都反对[大笑],2.0
你们觉得订狗还有仓位吗？他怎么,2.0
反弹就是跑的时候,1.0
在现实生活里，越有实力的人越受,2.0
已投反对票。,2.0
卖了卖了，董秘不说人话，豺狼啊,2.0
主力跑了,2.0
跟着瞎搞，人气上来了。,1.0
下午绿五个点,2.0
下午变绿,2.0
反对票走起,2.0
等票跳水等半天了，真的好磨人。,2.0
继续下跌趋势而已,2.0
放心今天收盘还是绿,2.0
今天收获三个点先撤了，下周空仓休息，下下周来炒底。,1.0
上午放量了，能否涨停？空中加油一口气攻到30？,1.0
该火一把了，昂起,1.0
这个万绿上台时我就投了反对票，,2.0
我也投反对票,2.0
分红方案小气,2.0
我也是全反对[胜利],2.0
赞成,1.0
周三进了海控想追涨，结果高点打,2.0
别慌啊！哥来了,1.0
都支持回购！！！！,1.0
都一个个跟着某些居心不良的人瞎,2.0
冲下16元不行吗？,1.0
量能如果够，打开上升通道！,1.0
下午会涨停，不要问我为什么，很,1.0
还差两毛解套，加油，加油。[强壮],1.0
虽然知道投反对也改变不了高层割,2.0
虽然知道投反对也改变不了高层割,2.0
赚够8毛7就赶紧走吧。在憋大招使坏了。,2.0
主力不跑，你小散跑啥？,2.0
我说金叉来了，大小姐不信，,1.0
已投，人多力量大，大家一起加油,1.0
板块第一,1.0
今天起飞不了？,2.0
涨停一个哥就全投赞成票[奸笑],1.0
重仓一买进就向下，这么精准在最,1.0
主力在拼命拉高，你们发那么多反,1.0
投个票人气都上来了。,1.0
听取散户呼声，提高分红比例，众归所望,1.0
快跑快跑快跑,2.0
今天股东会是不是有意外利好啊，机构大户开始大量买进,1.0
分红少！回购少！是此股的大疾！,2.0
卖飞了，弄不好上不了车了,1.0
按照今天海控的走势能涨5-6点就,1.0
今天不要有上影线就好,1.0
加油,1.0
涨停，拿住筹码,1.0
强庄,1.0
今天能涨停！！,1.0
渣货,2.0
发生了什么事，这垃圾桶今天居然不早泄[偷笑],2.0
没有一点担当，软骨头,2.0
亲友追随买亏损累累丢尽颜面,2.0
你们要认真看啊，回购支持啊,1.0
听着，今天的海控就是要逆大盘,1.0
前期高点15.67就是冲不过去。。,2.0
一大早主力资金就流入18000万了,1.0
国家鼓励出口，能不利好海运吗,1.0
你居然涨了啊，可惜了,1.0
宜将剩勇追穷寇，坚决将意志不坚,2.0
十个涨停才能弥补我们心灵深处的,2.0
今天人气排名要进前十,1.0
拿了近两个月，终于有盈利了，内牛满面啊,1.0
冲过前期高点15.67！！！,1.0
千万别手软，果断行使自己权利。,2.0
喊什么喊，再嚷嚷就不分了，不知好歹！,2.0
拿了一年了，心碎,2.0
利好，运价运力期货衍生金融！,1.0
坚决反对,2.0
马上跳水出货,2.0
主力加油，不给做T机会,1.0
年底可以到20[大笑],1.0
[偷笑],1.0
号外！！！运价，运力期货推出,1.0
2万股，尽一点微薄之力，反对已投,2.0
啥也不说，全反对。,2.0
啥也不说，全反对。,2.0
马上大绿！！哈哈哈最后几分钟跑路机会,2.0
猜一猜今天能不能涨5个点以上,1.0
让敏子gun,2.0
己投反对票,2.0
今天有望形成双响炮！,1.0
如何投反对票,2.0
今日股东大会，大家别忘了投反对,2.0
马上跳水出货，破14.8,2.0
运价，运力期货推出！！！利好,1.0
中远海控看涨,1.0
小散们，团结起来吧！,1.0
好好的共赢非得弄成对立面,2.0
看着高挂的中远被竞价收了，不知祸福？,1.0
看能冲上前期高点15.67么。。。,1.0
全部反对，全部反对,2.0
你就算跌到退市我也认了！,2.0
早盘抢筹，今天涨停,1.0
今天航运会大涨的,1.0
除了回购全部反对,2.0
股票跌成翔了，全部反对,2.0
今天中远海控起飞,1.0
真是够了,2.0
前六反对，七八同意。罢免无作为,2.0
12万股，除回购全投反对票！,2.0
坚决坚持对管理层自私自利行为的,2.0
行使小小股东权利，愚公移山,2.0
全部反对，回购也反对，一起毁灭,2.0
管它分红不分红，投资投机两相宜！,1.0
中远海控股东大会坚决全票反对,2.0
今日大涨！,1.0
中远海控05月26日获沪股通增持681.01万股,1.0
慢慢阴跌无穷尽，此生永远不回本。愿各位全仓亏光可好,2.0
都想着分红，给你俩跌停，都悄悄的了,2.0
分红能体验公司股票价值，回购注销更能体验价值,1.0
坚持2023年50元/股目标不动摇,1.0
终于到了主升浪的时候，今天不涨,1.0
海运茅价值重估倒计时时！,1.0
要涨翅膀了,1.0
低分红就是不负责任！还美其名曰,2.0
坚决反对低分红！不能把佃户的绝,2.0
高分红当然好，分15%有点失望，关键是管理层是否有私,1.0
外资持有海控量创新高,1.0
说实话，我们小散再怎么投反对票，还是拧不过控股股东,2.0
强烈呼吁别分红了，钱全部用于股权激励，每个高管分10,1.0
第二季度业绩不好,2.0
今天27号了，就看我们中小散户投反对票逼宫效果如何，,2.0
希望今天你能对的起这个热点18:3,1.0
盘子太大了，涨了才怪,2.0
海王还在A50的，现在给一个目标,1.0
抓典型！兴A股，从中远海控做起！把保护投资者利益落,1.0
股权激励每股才4元！？真的假的啊？！太离谱了吧,2.0
明天大涨啊，美股游轮板块大涨,1.0
五个点,1.0
别被带节奏说高分红没用，分红确,2.0
请大家看看是否涉嫌内幕消息交易,2.0
趋势太明显了,1.0
中远管理层：请你们听听广大投资者的声音，问心有愧吗,2.0
上次猪期货开，猪肉大跌,2.0
呐喊~~~我们要回购，不要分红~~~,2.0
堂堂的央企，没责任，没诚信，没格局，没脊梁，自私自,2.0
我不奢求你分多高的分红比例，但是你现在分这点也太少,2.0
股票分红除息并不是等于没有分，,2.0
海控每股0.87元，15元的价位，在A股里已算高的了，当,1.0
海控不要管理层也罢，赚了钱就觉,2.0
建议购买海狗的基金经理多学学好,2.0
。。。明天涨停,1.0
海运运价上期货了，是利好吗？,1.0
再跌也跌不哪里了，明天股东大会买入。,1.0
太好了！,1.0
我投反对票,2.0
还记得海狗上一次的增持公告吗，也是14块多一点增持的,2.0
去年入股市买了这破股快一年了人都要整疯了。,2.0
这次股东大会引起这么大的反应，,2.0
央视新闻，出口量持续上涨，不信,1.0
韭菜们继续做梦吧,2.0
不分红也罢，来个百亿回购就得了[大笑][大笑][大笑],1.0
盘太大？拉涨困难？,2.0
那么多散户是不是搞不清楚分红是什么意思？在那闹腾啥,2.0
今天的帖子怎么这么少？是删贴了吗？,2.0
加仓,1.0
股价全天压在水下，吧内群情汹涌，管理层不为所动，区,2.0
看着大家还幻想着海控涨停，真觉,2.0
看着大家还幻想着海控涨停，真觉,2.0
都是散户,2.0
国务院发文，海控明天翻红！,1.0
明天投完反对票就往死里砸[怒][,2.0
耶种海狗烂泥扶不上墙,2.0
今天没买，感觉明天要大涨了,1.0
航运港口：集运行情或将复制煤炭行情 有望迎来二次起,1.0
可以涨了,1.0
国办：加紧研究推进在上期所、大商所上市海运运价、运,1.0
国家开始调查船司价格垄断等行为，明天走势如何？,2.0
都是借囗，托辞。别公司东方海外,2.0
601919是好公司，也正处在好赛道,1.0
赚了这么多钱就这样心寒,2.0
【一万块实盘炒股】今天满仓了，明天你可一定要涨啊,1.0
中远海控哪里来的底气肆无忌惮一路做空,2.0
明天跳空高开！,1.0
中远海控何来底气这么牛逼一年四季在做空？,2.0
几分钱搞了一整天。真恶心。,2.0
大家下午好，我钉子户是狗托，是,2.0
再买200手，明天投反对票[勾引][,2.0
收盘你能红我就不骂你不投反对票,1.0
还谈什么价值投资，赚了这么多利,2.0
搞不明白，回购这么大的利好，走势差强人意！,2.0
分红一般股价会下跌，拿股民的钱,2.0
一出手就是高峰,1.0
被做空一年了，歇歇吧，实在不行，干脆利落点，直接发,2.0
废物就你绿的,2.0
看盘面是单帐户在买入是在增持。,1.0
分红…这玩意一万能分多少？不够股价跌一天嘞,2.0
大涨过得票，三五年内最好不要再,2.0
我只能说主力控低价股疯狂收割韭菜,2.0
废物啊,2.0
我说中远海控是辣子鸡没人反对吧,2.0
高分红才会有投资价值年底净资产20元每股,1.0
求你了，别涨了,1.0
韭菜们看着红彤彤的一片好难受啊！,1.0
发点利好的帖子不行吗，都是骂的,1.0
死垃圾,2.0
有些鬼涨也叫，跌也叫。买个机毛股票，买个喇叭卖老鼠,2.0
小赤佬,2.0
分红？怎么会有中小股东吵分红？,2.0
衰股,2.0
你能不能跌的痛快点，磨磨唧唧,2.0
你今天翻红了就搞笑，那太阳从西,1.0
麻了[大哭]618也没钱买东西了,2.0
分红就算分高点，请人出个利空消,2.0
弱不禁风的样子,2.0
盘子太大，出不完的货,2.0
晦气玩意，你一开盘把港股都带绿,2.0
增加分红比例对我们散户来说意义,2.0
能上16不？,2.0
垃圾股，希望明天来个跌停板,2.0
座稳了东风快递,1.0
真他娘的恶心！,2.0
这么好业绩走成这样，A股市场没,2.0
垃圾，港股都涨了，你还在墨迹什,2.0
以自有大资金建造更多更好大货船,1.0
以自有大资金建造更多更好大货船,1.0
中远海控，会继续创新低，会下探到9元左右，在此立贴,2.0
哎，韭菜还在做梦了，好好站岗吧,2.0
卖咯卖咯，看着烦,2.0
明天投反对票的小散看过来,2.0
管理层都怕你们了，哈哈笑死我了,2.0
最少两年内最具投资价值的股票,1.0
垃圾，无药可救了,2.0
必须注销才能解决,2.0
罢免董秘,2.0
滚上去滚上去,2.0
快跑，收盘一样是15以下,2.0
我虽然赚了，但是还是很不爽，T,1.0
赶紧割吧，涨不动了,2.0
买点到了,1.0
这么牛批哄哄的，干嘛要上市融资,2.0
你的烂于我无关了，但还是好气,2.0
散户不支持，他已跌停报复,2.0
时间在空方这边,2.0
每天带个绿帽子很开心么,2.0
中远海控是a股最大的散户大本营,2.0
春天已过，夏意正浓,1.0
一个板马上走,1.0
讨论：假如明天股东大会所有决议都被通过了，小股东发,2.0
我就想罢免张铭文。根本没有财务,2.0
我就想罢免张铭文。根本没有财务,2.0
死垃圾，大盘翻红了，你还爬着,2.0
退市吧，求你了，别来害人了,2.0
走一步我退三步，走一步我退俩步,2.0
垃圾，一开盘就割了,2.0
反对票安排上,2.0
又要死？,2.0
中远海控暴跌开始了，今天最少跌幅5个点,2.0
这企业都是都是汉间,2.0
有病得治吖！,2.0
我坚信：公司少分红是为了建造更,1.0
是不是跟外资搞利益输送，子公司东方海外分红率高，母,2.0
至少拿300亿来分,2.0
为何坚守？,1.0
海里的臭货,2.0
明天会后，坚决卖掉，你不回报我，干嘛支持你！,2.0
今年的高点是15？,2.0
又要死？,2.0
你儿子创新高,1.0
都投反对票,2.0
有人通过故意炒作分红的事情，抄,2.0
更年期的／向来反着来玩／没法玩,2.0
搞笑？投票怎么投得过大股东？注,2.0
大家都别闹了！分红多少股价一样这回来多少！,2.0
不玩了，真没意思,2.0
衰股,2.0
等分红,1.0
我请问你在搞笑吗[惨!关灯吃面],2.0
大盘反弹了你怎么不反弹？,2.0
15已经成为历史了，哈哈哈,2.0
得不到市场认可，握着利润大头，,2.0
等会又是倒数第一了,2.0
我是认为他长大的。,1.0
跌停回复散户,2.0
大盘又窜稀了,2.0
罢免万绿帽，罢免董秘！！！,2.0
瘟神老总带坏大型央企！！！,2.0
快跑呀慢的要受伤,2.0
不用想太多！今天盘不会上涨的！,2.0
没想到啊，涨的时候没份，跌的时候是第一啊,2.0
你们竟然胆敢反抗？！反了天了！乖乖躺好让公司割韭菜,2.0
同志们，联合起来，团结起来，27号全部投反对票！我们,2.0
走了，留下的发财吧！,1.0
是我看错你了？买入就没涨过,2.0
快买快买快买,1.0
今天又可以倒数第一了，大跌那种,2.0
我们不用脚投票，我们用手投票，中小股东投资者的声音,2.0
不压低价格怎么增持，抓紧跌,2.0
你们不但不躺下让庄舒服地割韭菜，竟然胆敢反抗！好，,2.0
这股会被散户作死，看到股吧乱哄哄，散户极度不稳定，,2.0
这一年的走势就是故意砸盘，某些,2.0
海控绝对2娘养的,2.0
别人家猛涨你小涨，别人跌你也跌,2.0
中远海控董秘盛气凌人，投资者眼,2.0
很好，新一轮下跌开始，11元月底,2.0
一定投反对票,2.0
公司资产负债还比较高，今年分红低些也可以理解。,1.0
垃圾,2.0
跌了一年了有完没完还跌,2.0
二季度有惊喜,1.0
今天板块回调，海控绝对跌的最快,2.0
北向大幅买入，开盘又绿？,2.0
船是不是又被加国扣了,2.0
坚决投反对票！垃圾玩意！,2.0
卖咯,2.0
秘书在干什么,2.0
，老子走了。,2.0
喜欢叫，喜欢跟风今天就T.M让你嗷嗷的叫好,2.0
垃圾,2.0
吓死老子了,2.0
滚，垃圾,2.0
撤单是孙子,2.0
垃圾,2.0
你在作死吗,2.0
不好意思，今天又是板块第一，倒,2.0
又开始表演了！,1.0
嘛的垃圾,2.0
分红有屁用，只对大股东有用，散户和服民就是分自己的,2.0
罢免董秘,2.0
小散股东是,2.0
你们别被人利用了，那些在上方套牢盘的就希望多分红回,2.0
好汉架不住人多，领导层已妥协，,1.0
强烈建议公司回购股票,1.0
联合抗议，要求高分红，最少50%,2.0
心凉了，董秘这个态度，自己高位,2.0
啥也不不想说，明天必须全部投反对票,2.0
又看见一群没文化的说分红没用,2.0
“天价运费”回落，但仍在高位尽,1.0
美股航运航空股大涨[上涨][上涨],1.0
航运港口大涨5.31％，业绩最好、,1.0
那么认真做甚？这次疫情过后，股,2.0
大涨,1.0
新兵报道。正因为是这么低的分红,2.0
继续喊涨的一天,1.0
新兵报道。正因为是这么低的分红,2.0
明天反对票投起来吧,2.0
【2022.5.26】上升途中的暴跌反而成为买入的时机，昨,1.0
看价值不看分红！分红就是除权游戏！,1.0
强烈要求500亿回购，分红就免了,1.0
有鸡毛用，才占3%……,2.0
罢免董秘,2.0
强烈建议不要分红。,2.0
中小股东联合“抗议”大央企 “中国船王”遭遇股东积,2.0
要下去补缺口,2.0
不管这件事是不是真的，接下来股价难搞,2.0
反对tmd,2.0
这公司太坑人，黑了股民的钱，没,2.0
北向，才是我们散户的朋友,1.0
你好，谢谢关注之后的金句。等你,1.0
确实够垃圾，连板块的一半涨幅都没有！,2.0
想看看钉子户明天咋评论董秘这件事,2.0
韭菜们，郭威哗教你们好好说话,2.0
拟分红139亿！中小股东却“不答应”，集结抗议！为何,2.0
老铁们联合起来要求公司“回购股票并注销“，这才是关,2.0
公司出现资金问题，二级市场收割。公司大赚特赚，就嫌,2.0
觉得钱是它们赚的呗。却丝毫没意识到我们都是投资者。,2.0
一个董秘可以嚣张成这样，可见公,2.0
头顶三炷香，明天还不跑的又会到,2.0
27号我们一起投反对票,2.0
这股都是散户，套了一大批,2.0
迟早要跌回1.3元,2.0
等你会好好说话时我们再聊吧，谢谢！[大笑][大笑][大,2.0
继续在试盘！,1.0
强烈抗议！万某滚吧！！！,2.0
动起来，小股东也有大力量！！！,2.0
明天上涨,1.0
今天15.16保本出掉了，等14.8再接回来！,1.0
大地主／大恶霸犬／泥个鬼孙子／十来年木下蛋啦,2.0
业绩这么好的啊？茅台都抵不过这？股价低茅台差不多20,1.0
强烈抗议！万某滚吧！！！,2.0
大家记得投反对票,2.0
上海疫情解封后将迎来一大波出货,2.0
去年也是从5月初开始涨，涨到25,1.0
垃圾不如,2.0
这走势无语论比,2.0
拟分红139亿！中小股东却“不答应” 集结抗议！为何？,2.0
17就走,1.0
只跟大盘跌不跟涨,2.0
国运昌盛！,1.0
海运板块，海控涨幅倒数第二[捂脸][捂脸][捂脸],2.0
预感明天涨停16.60,1.0
应该回购部分限售股并注销，反正公司不差钱！,2.0
中远如果被国外大资金抢购买进，那会是什么情景，真好,1.0
垃圾不如，韭菜还在幻想了，中远,2.0
第一目标价20,1.0
三天拒绝回补缺口，短期向上发力,1.0
两毛钱玩了一天真你ma对得起国企,2.0
"一个胜利的大会,团结的大会,成功的大会",1.0
垃圾货,2.0
压盘收货中，拭目以待,1.0
一天走的比较鸡肋，图一30死叉后回调没金叉出现买点。,2.0
板块狂涨5点你2点都不到，真想暴,2.0
止跌回稳向上,1.0
【一万块实盘炒股】中远海控今天买3手，明天再加剩下,1.0
还走出个十字星,1.0
实在坚持不住了。。。兄弟们你们,2.0
耐心等待空中加油机的到来。,1.0
尾盘又拉了，和股东大会有关吗？,2.0
你就是个得儿,2.0
Drewry预测2022年全球运价将上涨38.6%，班轮业整体息,1.0
明天发威,1.0
整个板块上涨，这个股不涨，啥意思？有没有能说明白的,2.0
中远系倒数，牛逼。只想说句NND,2.0
你这么垃圾中远集团知道吗,2.0
海控，清仓走人,2.0
昨天跌的少。,1.0
哈哈，弱鸡，每次反弹都是出货,2.0
赶紧倒闭,2.0
呸，板块都快涨停了。,2.0
呸，板块都快涨停了。,2.0
散户卖，庄家的压盘自撤即被你散户买走，海控价升,2.0
我先加仓,1.0
没有对比就没有伤害，确实啊！怎么会弱到这种程度了！,2.0
真垃圾啊,2.0
鼠尾海空,2.0
废物,2.0
板块大涨，它这个德行！,2.0
垃圾,2.0
中远海控股价已到天花板，大幅下跌开始了，今天收盘下,2.0
板块唯一一个涨幅不超过一个点的[牛],2.0
病猫什么时后发威,1.0
幸好开盘走了！看连云港,2.0
这个股不涨大盘大涨他都不涨最主要原因就是那个死钉子,2.0
15.33卖，15.09又接回来了，成本,1.0
轻松买到的都不会涨,2.0
没什么物种可以形容了。只能一万,2.0
直接绿了吧，垃圾,2.0
价值投资最大笑话，没有之一,2.0
扯几把单的东西,2.0
板块倒数第一了,2.0
这是龙头吗？狗头吧,2.0
重复昨天的故事吗，建议st,2.0
天啊，连板块都不如。海狗就是拖,2.0
扶不起的玩意儿,2.0
全世界你最垃圾,2.0
想着再等等，换来的却是这样的你,2.0
天哪，板块都5个点了。我们一哥,2.0
过分了啊，早盘板块五个点，看你,2.0
滚吧，垃圾,2.0
就问你们服不服[大笑][大笑],2.0
足以说明，资金偏好已经完全抛弃这支周期股。现在也就,2.0
大盘涨了你就开始跌了，不跟大盘跟海控H,2.0
不会下午还翻船吧,2.0
买了这个股票人都不好了垃圾,2.0
14:30火箭拉升,1.0
板块大涨近4个点，这个瘟神呢？！,2.0
废柴,2.0
不蒸馒头争口气啊！！！,2.0
天天一个逼样,2.0
中远海控每天都是压盘和托盘，想上涨比登天还难!,2.0
垃圾就是啊,2.0
蜗牛,2.0
看着这个垃圾股就来气啊！买了你,2.0
不怕主力10天红柱进货,1.0
面临回购，增持！所以股价不会上,2.0
太牛啦，中远阿斗,2.0
废物,2.0
狗庄,2.0
不要拿你的认知去了解海控，现在,1.0
下午1点半大盘在涨而中远海控下跌，为什么,2.0
笑死了，哈哈,2.0
[怒][旺柴]日的,2.0
废物,2.0
反对票投起来，即便改变不了什么,2.0
这就是投资回报？狗庄？？？板块,2.0
资金买入太多谁都不愿意拉，只能,2.0
海控你挣够了。,2.0
垃圾王还得是你啊，哈哈，板块一半都没有,2.0
今天进的，晚上就能知道踩到什么,2.0
指数都涨了你还墨蹟啥,2.0
走了，这垃圾接着板块大涨偷偷出货，明天不跌我割蛋,2.0
熊王[大笑][大笑][呲牙][呲牙],2.0
万总总说了，股价是二级市场决定的，和他无关，不要再,2.0
它怎么不动啊。,2.0
板块大涨，它排名第一，倒数的,2.0
你是不是有雷呀？,2.0
倒数第一[捂脸][捂脸][捂脸],2.0
每次都是和板块对着干,2.0
今天板块中垫底，太垃圾了，要不,2.0
今天股价的走势很关键，它决定接下来几天走势,2.0
这么好的收益，这么烂的股价，板,2.0
板块涨五个点了啊，这垃圾什么情,2.0
今天若不是板块强势，这货起码跌,2.0
每天主力进场让股价排最后一名？怎么做到的？不是盈利,2.0
强弩之末了[空仓],2.0
看看板块再看看你，留下悔恨的泪,2.0
真是厉害,1.0
二年就挣个市值的央企走势不应这,2.0
股价这样，是不是什么翻了,2.0
涨的不情不愿的，今天北向t也做,2.0
中远海控，价值投资的笑话,2.0
航运板块涨幅5个多点了，真垃圾,2.0
板块这么好，涨两个点？,2.0
每天都跳水，垃圾。,2.0
果然是龙头，不过是倒数的,2.0
北向加仓，散户也锁仓再加上板块,1.0
外贸企业成本的一半变成运费，你们捧着金饭碗还砸?,2.0
整个海远港口版本中远海控最垃圾,2.0
该涨的时候不涨！什么玩意！看看其它都3个点以上了,2.0
今天加仓干,1.0
重大利好，钉子户六月底停更,1.0
人家五千万就拉涨停。你五千万才涨一个多点。[捂脸],2.0
啊哈又排第一啦,2.0
我可以允許你晚漲，但是你要后積搏發！,1.0
涨幅又是倒数第一！航运港口板块,2.0
东方海外派完息还涨3%，什么时候海控有这么强就好了,2.0
像只乌龟一样脑袋躲起来装死吧,2.0
板块第二名，g哈哈,1.0
狗子，是发过毒誓，不再做一次人了么？[怒],2.0
没事，下午拉上去就好了[呲牙],1.0
倒数第一！,2.0
中远系最垃圾的一个，落魄的龙头,2.0
这走势，弱到没朋友,2.0
海控是被大盘拖累了，本周又发行11只股票是大盘跌的元,2.0
板块大涨你不涨，过两天板块跌你,2.0
中远海控股票业绩板块第一，但是涨幅稳站航运板块涨幅,1.0
可惜了，这么好的业绩股！,1.0
板块垫底,2.0
早盘诱多，主力卖盘出货，估计收,2.0
诱多，卖盘,2.0
烂泥总是扶不上墙,2.0
量增价跌,2.0
割球了，就这么痛快,2.0
垃圾股,2.0
今继续打压吸筹态势，跟着主力走,1.0
放心等会整个航运板块都涨，就他,2.0
又被骗了[怒],2.0
必须第一，因为我买了，就得跌，,1.0
我靠~我还以为卖飞了，结果又下来了,2.0
天天如此，什么时候才能做个人？,2.0
下午大盘不起来，肯定收绿,2.0
直接收绿吧，垃圾,2.0
你不是航运板块的？[滴汗][滴汗],2.0
如何才能让海控高层甘愿拿出高分红,2.0
港资连续三天流入近10亿，当前也,2.0
耻辱啊,2.0
业绩好有屁用，生在垃圾环境下。,2.0
图一30分死叉回调结束标志是30金叉。图二是5分图也是3,2.0
抛盘就如肉打狗有去无回[大笑],2.0
做反T不如静止不动,2.0
你就跌停吧,2.0
云卷云舒 花开花落,1.0
下午翻绿,2.0
这么下头啊没进去就下去,2.0
卧槽，这要绿了？,2.0
像个弱鸡一样,2.0
举报万敏,2.0
可考虑少仓位参予，有业绩支撑[献花],1.0
加油,1.0
别给资讯尽买入营造的假象所蒙蔽，保持警惕，控制好仓,1.0
板块倒数,2.0
垃圾中垃圾，希望明天来个跌停板,2.0
带崩板块[捂脸][捂脸][捂脸],2.0
买了你真是倒了八辈子霉,2.0
中远海控钉子户啊，不是上60块吗？现在什么价？听一个,2.0
反弹不是底，是底不反弹，绝壁调整空间到位了，时间会,1.0
在哪举报他，恶意打压,2.0
多个涨停了，平均5个点，海控2个点意思了一下，倒数。,2.0
北向不拉内资是的,2.0
海运老大要做榜样,1.0
骂他,2.0
垃圾，板块倒数！,2.0
论业绩和恶心全市无人能与你争锋,2.0
要点脸吧航运板块已经4个点了能,2.0
真丢人[再见][再见][再见],2.0
服了，航运港口板块涨幅倒数第一，这股是多讨人嫌,2.0
又是板块垫底,2.0
难道这就是世界前三的航运，国内海茅龙头，日赚三亿的,2.0
你老兄海运垫底。[捂脸],2.0
垃圾拖累板块,2.0
什么他m的龙头，真恶心，狗头吧,2.0
下午补下面缺口，哈哈。,1.0
板块都5%了，今天目标争取反包，估计够呛,1.0
板块倒数第一垃圾股,2.0
该起飞了兄弟,1.0
11元建仓有几次说准的？一直喊别人卖？您这么好心？,2.0
堂堂国企，同板块垫底，你是不要脸，赶紧涨停,2.0
恶心,2.0
板块倒数第一了，一会绿了再买回,2.0
滚吧,2.0
卖飞了,1.0
快跑，现在15.34。下午绿色,2.0
能不能硬气一回,2.0
看涨,1.0
走了留下发财吧,1.0
又是弟一吗,2.0
加油，争取跑赢板块，你可是龙头,1.0
龙头已经连板块都涨不过了？,2.0
造孽,2.0
目标18块，冲,1.0
